"index","code","lc","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fi","product_name_fr","product_name_id","product_name_it","product_name_lt","product_name_lv","product_name_nb","product_name_nl","product_name_pl","product_name_ro","product_name_sl","product_name_sv","generic_name_de","generic_name_en","generic_name_es","generic_name_fr","generic_name_sv","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","origin_fr","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_de","ingredients_text_en","ingredients_text_es","ingredients_text_fi","ingredients_text_fr","ingredients_text_id","ingredients_text_it","ingredients_text_lt","ingredients_text_lv","ingredients_text_nb","ingredients_text_nl","ingredients_text_pl","ingredients_text_ro","ingredients_text_sv","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kcal_value","energy-kcal_unit","fat_value","fat_unit","saturated-fat_value","saturated-fat_unit","carbohydrates_value","carbohydrates_unit","sugars_value","sugars_unit","fiber_value","fiber_unit","proteins_value","proteins_unit","salt_value","salt_unit","sodium_value","sodium_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy-from-fat_value","energy-from-fat_unit","monounsaturated-fat_value","monounsaturated-fat_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","omega-3-fat_value","omega-3-fat_unit","omega-6-fat_value","omega-6-fat_unit","omega-9-fat_value","omega-9-fat_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-e_value","vitamin-e_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","fruits-vegetables-nuts_value","fruits-vegetables-nuts_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"0","0059749979702","fr","null","null","null","null","null","Naturalia Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Naturalia","naturalia","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils","null","null","Canada","en:canada","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","100","kcal","100","g","0","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","100","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","b","1","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"1","7610095131409","en","null","null","null","null","null","Avocado Bowl chips","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Zweifel","zweifel","null","Snacks, Salty snacks, Appetizers, Chips and fries, Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps","Vegetarian, Vegan","en:vegetarian,en:vegan","Switzerland, World","en:switzerland,en:world","null","null","1","2023/03/21","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","479","kcal","24","g","1.7","g","56","g","3.2","g","6.5","g","6.8","g","1.7","g","0.68","g","","null","479","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:appetizers","en:salty-snacks,en:appetizers","","unknown","c","8","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps, Producers, Producer - zweifel"
"2","4005514005578","en","null","null","Gelbe Linse Avocado Brotaufstrich","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Tartex","tartex","null","de:Abendbrotsufstrich","de:abendbrotsufstrich","Organic, EU Organic, EG-Öko-Verordnung","en:organic,en:eu-organic,en:eg-oko-verordnung","Germany","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","151","kcal","8.7","g","0.8","g","12","g","4.7","g","4.6","g","3.9","g","0.94","g","0.376","g","","null","151","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","b","0","unknown","","1","","-5","-15","1","15","","null","null","null","","null","null","App - yuka, Apps, App - smoothie-openfoodfacts"
"3","0879890002513","en","null","null","Avocado toast chili lime","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","rice flour potato starch, chili line seasoning maltodextrin, spices (chile pepper, red pepper), sugar, citre juice powder maltodextrin, lime juice solids, lime oil), yeast extract, union powder, garlic powder, crystallized lime (citric acid, lime oil, lime juicej, natural flavors, extractives of paprika (color), sunflower oil), avocado oil, avocado powder (avocado, maltodextrin, modified potato starch, citric acid,  ascorbic acid (to preserve freshness) tocopherols (to preserve freshness spinach powder (color), dried onion, poppy seeds, rolled oats, sesame seeds, garlic powder, flax seeds, millet, natural flavor, &quot;adds a trimal amount of saturated fat, contains: sesame th foods, inc,, 2134 harlem rd,, loves park, il 61111 questions or comments? call us toll free at 1-888-574-7737 or visit crunchmaster,com m 0% 2% 0% ^ bacon , ear mi a inc les a ci certi glu free gfco,or u","null","null","null","null","null","null","null","null","null","null","null","null","Sesame seeds","en:sesame-seeds","null","null","null","100g","100g","","null","433.3333333333","kcal","8.3333333333","g","0","g","76.6666666667","g","3.3333333333","g","3.3333333333","g","6.6666666667","g","1.5833333333","g","0.6333333333","g","","null","433.3333333333","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","4","en:4-ultra-processed-food-and-drink-products","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps, App - InFood"
"4","0223086613685","en","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"5","3662994002063","fr","null","null","null","null","null","Avocat hass","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3 fruits","null","null","null","la compagnie des fruits mûrs","la-compagnie-des-fruits-murs","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Avocats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","France","en:france","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","b","66","","13004","-5","-1","0","0","","null","null","null","","null","null","App - smoothie-openfoodfacts, Apps, App - Yuka"
"6","8437013031011","fr","null","null","null","null","null","Avocat","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1 kg","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Avocats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","France","en:france","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"7","4019738121396","de","vegane Streichcreme Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1pcs","null","null","null","null","null","null","null","null","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Speisekammer, Apps"
"8","9312726001133","en","null","null","Avocado, Feta & Spicy jalapeño","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No gluten","en:no-gluten","Australia","en:australia","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","635.2941176471","kcal","60","g","21.1764705882","g","9.4117647059","g","3.5294117647","g","4.7058823529","g","11.7647058824","g","2.3352941176","g","0.9341176471","g","","null","635.2941176471","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"9","0815074023516","fr","null","null","null","null","null","Organic Avocado, Coconut & Safflower Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Canada","en:canada","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","1000","kcal","100","g","20","g","0","g","0","g","","null","0","g","0","g","0","g","","null","1000","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"10","0810003511027","fr","null","null","null","null","null","Fruit & Veggie Blend - Pineapple, Banana, Avocado & Mint","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Bio, Sans OGM, en:USDA Organic, en:Non GMO project","en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project","Canada","en:canada","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","70.5882352941","kcal","0.5882352941","g","0.1176470588","g","16.4705882353","g","10.5882352941","g","2.3529411765","g","1.1764705882","g","","null","","null","","null","70.5882352941","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"11","4260431684347","de","Kräuter Avocado Topping","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1pcs","null","null","null","Just Spices","just-spices","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Gewürzmittel, Gewürze, Gewürzmischung","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spices,en:spice-mix","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","e","14","1","11056","-5","-15","1","0","","null","null","null","","null","null","App - Speisekammer, Apps, App - smoothie-openfoodfacts"
"12","0856260006982","en","null","null","Avocado oil mayonnaise with lime","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","15 fl oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","733.3333333333","kcal","80","g","10","g","0","g","0","g","0","g","0","g","1.3333333333","g","0.5333333333","g","","null","733.3333333333","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"13","9300633645236","en","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Australia","en:australia","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"14","4016249238155","de","Saatenliebe Mohn Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","135g","100g","Gläschen","de:gläschen","Allos","allos","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Früchte, Tropische Früchte, Avocados, en:Avocado pulp","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:salted-spreads,en:fruits,en:tropical-fruits,en:avocados,en:avocado-pulp","Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, DE-ÖKO-003, Grüner Punkt, Hergestellt in Deutschland","en:organic,en:vegetarian,en:eu-organic,en:no-gluten,en:vegan,en:de-oko-003,en:green-dot,en:made-in-germany","Deutschland","en:germany","Bioladen,Alnatura","bioladen,alnatura","0","null","Europäische Union","en:european-union","null","null","Bremen","bremen","ASMAVB 16020064","asmavb-16020064","Wasser, Avocado* 20%, Sonnenblumenöl*, gelbe Paprika*, Zitronensaft aus Zitronensaftkonzentrat*, Eiweißpulver aus Sonnenblumenkernen*, Agavendicksaft*, Tapiokastärke*, Blaumohn* 1%, Salz, Meersalz, Curcuma*, weißer Pfeffer*, Säuerungsmittel: Zitronensäure, Antioxidationsmittel: Ascorbinsäure. *aus ökologischem Landbau.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","228","kcal","20","g","2.6","g","6.9","g","3.4","g","3","g","3.6","g","0.76","g","0.304","g","","null","228","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:salty-and-fatty-products","en:salty-snacks,en:salty-and-fatty-products","3","en:3-processed-foods","b","2","b","67","1","13004","-5","-15","1","15","","null","null","null","","null","null","App - yuka, Apps"
"15","4016249270988","de","Linsen-Aufstrich gelbe Linsen Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","140 g","null","Glas","en:glass","Allos","allos","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Hülsenfrüchte, Samen, Brotaufstriche, Hülsenfruchtsamen, Fertiggerichte, Pflanzliche Brotaufstriche, Gesalzene Aufstriche, Getrockenete Hülsenfrüchte, Linsen, Linsen-Aufstriche, Fertiglinsen","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:legumes,en:seeds,en:spreads,en:legume-seeds,en:meals,en:plant-based-spreads,en:salted-spreads,en:pulses,en:lentils,en:lentil-spreads,en:prepared-lentils","Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-003","en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-003","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","Gelbe Paprika&quot; Auocado 20%, 2ieteirt Sonentiumencr oretr Sa Koriandergr mdicsat, Ztronersat int, Knctlauce Artionitationsmitel Ascortinaure","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","629","kJ","151","kcal","8.7","g","0.8","g","12","g","4.7","g","4.6","g","3.9","g","1.3","g","0.52","g","","null","629","kJ","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:salty-and-fatty-products","en:salty-snacks,en:salty-and-fatty-products","","unknown","b","1","a","103","","20504","-5","-2","0","15","","null","null","null","","null","null","App - Open Food Facts, Apps, App - smoothie-openfoodfacts"
"16","1600322","en","null","null","Ripe and ready avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","80.0g","null","null","Sainsbury's","sainsbury-s","null","null","null","null","null","Ireland","en:ireland","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","197","kcal","19.5","g","4.1","g","1.9","g","0.15","g","3.4","g","1.9","g","","null","","null","","null","197","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","null"
"17","8718963381532","de","EAT ME AVOCADO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Fruchtbasierte Lebensmittel, Früchte, Tropische Früchte, Avocados","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","Deutschland","en:germany","null","null","0","null","null","null","null","null","null","null","null","null","Avocado.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","1","en:1-unprocessed-or-minimally-processed-foods","null","","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps, App - smoothie-openfoodfacts"
"18","0767119528398","en","null","null","Authentic 95% Avocado Guacamole","null","null","Guacamole","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","227 g","30 g","null","null","Yucatan","yucatan","null","Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Sauces, Dips, Guacamoles, Groceries","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:sauces,en:dips,en:guacamoles,en:groceries","Kosher, No GMOs, Non GMO project, KA Kosher","en:kosher,en:no-gmos,en:non-gmo-project,en:ka-kosher","Canada","en:canada","Safeway","safeway","0","null","null","null","null","null","Mexico","mexico","null","null","null","Hass Avocado, Salt, Sugar, Dehydrated onion, Ascorbic acid, Garlic powder, Dehydrated red bell pepper, Xanthan gum, Jalapeño pepper powder, Citric acid, Dehydrated cilantro","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","serving","100g","","null","50","kcal","4","g","0.5","g","3","g","1","g","2","g","1","g","337.5","mg","135","mg","","null","50","kcal","","null","","null","","null","","null","","null","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","3","mg","","null","","null","","null","","null","","null","","null","","null","","null","145","mg","11","mg","","null","0.2","mg","","null","","null","","null","","null","","null","","","","null","null","en:dressings-and-sauces","en:fats-and-sauces,en:dressings-and-sauces","4","en:4-ultra-processed-food-and-drink-products","b","0","c","53","1","25620","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - smoothie-openfoodfacts"
"19","0767119328394","en","null","null","Mild 95% Avocado Guacamole","null","null","Guacamole","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","227 g","30 g","null","null","Yucatan","yucatan","null","Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Sauces, Dips, Guacamoles","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:sauces,en:dips,en:guacamoles","No GMOs, Non GMO project, KA Kosher","en:no-gmos,en:non-gmo-project,en:ka-kosher","Canada, Saint Pierre and Miquelon","en:canada,en:saint-pierre-and-miquelon","Safeway","safeway","0","null","null","null","null","null","Mexico","mexico","null","null","null","Hass avocado, Salt, Sugar, Garlic powder, Dehydrated onion, Ascorbic acid, Xanthan gum, Citric acid","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","serving","100g","","null","50","kcal","4","g","0.5","g","3","g","1","g","2","g","1","g","350","mg","140","mg","","null","50","kcal","","null","","null","","null","","null","","null","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","3","mg","","null","","null","","null","","null","","null","","null","","null","","null","144","mg","10","mg","","null","0.2","mg","","null","","null","","null","","null","","null","","","","null","null","en:dressings-and-sauces","en:fats-and-sauces,en:dressings-and-sauces","4","en:4-ultra-processed-food-and-drink-products","b","1","c","53","1","25620","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - smoothie-openfoodfacts"
"20","4016249172350","de","Pflanzlicher Brotaufstrich mit Avocado","null","null","null","null","Aufs Brot Avocado","null","null","null","null","null","null","null","null","null","null","Pflanzlicher Brotaufstrich mit Avocado","null","null","null","null","140 g","null","Glas","en:glass","Allos","allos","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Brotaufstriche, Pflanzliche Brotaufstriche, Gesalzene Aufstriche","en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:plant-based-spreads,en:salted-spreads","Bio, Vegetarisch, EU-Öko-Verordnung, Glutenfrei, Vegan, DE-ÖKO-003, Grüner Punkt, Hergestellt in Deutschland, en:EU-/Nicht-EU-Landwirtschaft, en:EU-Öko-Verordnung, en:Glutenfrei, en:Laktosefrei","en:organic,en:vegetarian,en:eu-organic,en:no-gluten,en:vegan,en:de-oko-003,en:green-dot,en:made-in-germany,en:eu-nicht-eu-landwirtschaft,en:eu-oko-verordnung,en:glutenfrei,en:laktosefrei","Deutschland","en:germany","Alnatura,LPG","alnatura,lpg","0","null","null","null","null","null","null","null","null","null","Avocado* 20%, Rapsöl*, Wasser, Tomaten*, Sonnenblumenkerne*, Zwiebeln, Zitronensaft aus Zitronensaftkonzentrat*, Agavendicksaft*, Salz, Spinatpulver*, Eiweißpulver aus Sonnenblumenkernen*, Tapiokastärke*, Knoblauch*, Kurkuma*, Pfeffer*, Säuerungsmittel: Zitronensäure, Antioxidationsmittel: Ascorbinsäure. *aus ökologischem Landbau.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","1237","kJ","","null","28","g","2.3","g","7.6","g","5.1","g","2.4","g","3.1","g","1.3","g","0.52","g","","null","1237","kJ","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:salty-and-fatty-products","en:salty-snacks,en:salty-and-fatty-products","3","en:3-processed-foods","c","9","unknown","","1","","-5","-15","1","15","","null","null","null","","null","null","App - yuka, Apps, App - Open Food Facts"
